id,name,website,industry,area,careers_url,job_title,job_category,salary_range,experience_level
whistledrive,"WHISTLEDRIVE",https://www.google.com/search?q=WHISTLEDRIVE+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=WHISTLEDRIVE+Hyderabad/careers,,,,
hurryr-logistics-services,"HURRYR LOGISTICS SERVICES",https://www.google.com/search?q=HURRYR%20LOGISTICS%20SERVICES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=HURRYR%20LOGISTICS%20SERVICES+Hyderabad/careers,,,,
vihave-innovations,"VIHAVE INNOVATIONS",https://www.google.com/search?q=VIHAVE%20INNOVATIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=VIHAVE%20INNOVATIONS+Hyderabad/careers,,,,
augmented-byte,"AUGMENTED BYTE",https://www.google.com/search?q=AUGMENTED%20BYTE+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=AUGMENTED%20BYTE+Hyderabad/careers,,,,
forever-with-u,"FOREVER WITH U",https://www.google.com/search?q=FOREVER%20WITH%20U+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=FOREVER%20WITH%20U+Hyderabad/careers,,,,
augmented-in-roots-tech,"AUGMENTED IN ROOTS TECH",https://www.google.com/search?q=AUGMENTED%20IN%20ROOTS%20TECH+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=AUGMENTED%20IN%20ROOTS%20TECH+Hyderabad/careers,,,,
misplaced-minds,"Misplaced Minds",https://www.google.com/search?q=Misplaced%20Minds+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Misplaced%20Minds+Hyderabad/careers,,,,
visionxr,"VISIONXR",https://www.google.com/search?q=VISIONXR+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=VISIONXR+Hyderabad/careers,,,,
my-gold-work,"MY GOLD WORK",https://www.google.com/search?q=MY%20GOLD%20WORK+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=MY%20GOLD%20WORK+Hyderabad/careers,,,,
godi-india,"GODI INDIA",https://www.google.com/search?q=GODI%20INDIA+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=GODI%20INDIA+Hyderabad/careers,,,,
tenacious-power-solutions,"TENACIOUS POWER SOLUTIONS",https://www.google.com/search?q=TENACIOUS%20POWER%20SOLUTIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=TENACIOUS%20POWER%20SOLUTIONS+Hyderabad/careers,,,,
genii-engineering-and-services,"GENII ENGINEERING and SERVICES",https://www.google.com/search?q=GENII%20ENGINEERING%20and%20SERVICES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=GENII%20ENGINEERING%20and%20SERVICES+Hyderabad/careers,,,,
ignitium-services,"IGNITIUM SERVICES",https://www.google.com/search?q=IGNITIUM%20SERVICES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=IGNITIUM%20SERVICES+Hyderabad/careers,,,,
medical-innovation,"MEDICAL INNOVATION",https://www.google.com/search?q=MEDICAL%20INNOVATION+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=MEDICAL%20INNOVATION+Hyderabad/careers,,,,
sprouts-energy,"SPROUTS ENERGY",https://www.google.com/search?q=SPROUTS%20ENERGY+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=SPROUTS%20ENERGY+Hyderabad/careers,,,,
ascasd-tech,"ASCASD TECH",https://www.google.com/search?q=ASCASD%20TECH+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=ASCASD%20TECH+Hyderabad/careers,,,,
soaron-aerospace-innovations,"SOARON AEROSPACE INNOVATIONS",https://www.google.com/search?q=SOARON%20AEROSPACE%20INNOVATIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=SOARON%20AEROSPACE%20INNOVATIONS+Hyderabad/careers,,,,
y2tion-enterprises,"Y2TION ENTERPRISES",https://www.google.com/search?q=Y2TION%20ENTERPRISES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Y2TION%20ENTERPRISES+Hyderabad/careers,,,,
adyaha-ways,"ADYAHA WAYS",https://www.google.com/search?q=ADYAHA%20WAYS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=ADYAHA%20WAYS+Hyderabad/careers,,,,
astra-rafael-comsys,"ASTRA RAFAEL COMSYS",https://www.google.com/search?q=ASTRA%20RAFAEL%20COMSYS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=ASTRA%20RAFAEL%20COMSYS+Hyderabad/careers,,,,
gem-pressure-systems,"GEM PRESSURE SYSTEMS",https://www.google.com/search?q=GEM%20PRESSURE%20SYSTEMS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=GEM%20PRESSURE%20SYSTEMS+Hyderabad/careers,,,,
sansi-rf-and-communication-systems,"SANSI RF AND COMMUNICATION SYSTEMS",https://www.google.com/search?q=SANSI%20RF%20AND%20COMMUNICATION%20SYSTEMS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=SANSI%20RF%20AND%20COMMUNICATION%20SYSTEMS+Hyderabad/careers,,,,
aries-solutions,"ARIES SOLUTIONS",https://www.google.com/search?q=ARIES%20SOLUTIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=ARIES%20SOLUTIONS+Hyderabad/careers,,,,
garudaastra-aeroinventive-solutions,"GARUDAASTRA AEROINVENTIVE SOLUTIONS",https://www.google.com/search?q=GARUDAASTRA%20AEROINVENTIVE%20SOLUTIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=GARUDAASTRA%20AEROINVENTIVE%20SOLUTIONS+Hyderabad/careers,,,,
dskn-aerospace-engineering-india,"DSKN AEROSPACE ENGINEERING INDIA",https://www.google.com/search?q=DSKN%20AEROSPACE%20ENGINEERING%20INDIA+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=DSKN%20AEROSPACE%20ENGINEERING%20INDIA+Hyderabad/careers,,,,
renuka-precision-systems,"RENUKA PRECISION SYSTEMS",https://www.google.com/search?q=RENUKA%20PRECISION%20SYSTEMS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=RENUKA%20PRECISION%20SYSTEMS+Hyderabad/careers,,,,
eap-cad-engineering-designs,"EAP CAD Engineering Designs",https://www.google.com/search?q=EAP%20CAD%20Engineering%20Designs+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=EAP%20CAD%20Engineering%20Designs+Hyderabad/careers,,,,
jatayu-drones,"JATAYU DRONES",https://www.google.com/search?q=JATAYU%20DRONES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=JATAYU%20DRONES+Hyderabad/careers,,,,
gedov-transmissions,"GEDOV TRANSMISSIONS",https://www.google.com/search?q=GEDOV%20TRANSMISSIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=GEDOV%20TRANSMISSIONS+Hyderabad/careers,,,,
wvijju-solutions,"WVIJJU SOLUTIONS",https://www.google.com/search?q=WVIJJU%20SOLUTIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=WVIJJU%20SOLUTIONS+Hyderabad/careers,,,,
ghm-works,"GHM WORKS",https://www.google.com/search?q=GHM%20WORKS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=GHM%20WORKS+Hyderabad/careers,,,,
saibaba-polymer-technologies,"SAIBABA POLYMER TECHNOLOGIES",https://www.google.com/search?q=SAIBABA%20POLYMER%20TECHNOLOGIES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=SAIBABA%20POLYMER%20TECHNOLOGIES+Hyderabad/careers,,,,
varcas-automobiles,"VARCAS AUTOMOBILES",https://www.google.com/search?q=VARCAS%20AUTOMOBILES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=VARCAS%20AUTOMOBILES+Hyderabad/careers,,,,
neoplatron-india,"NEOPLATRON INDIA",https://www.google.com/search?q=NEOPLATRON%20INDIA+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=NEOPLATRON%20INDIA+Hyderabad/careers,,,,
uton-energia,"UTON ENERGIA",https://www.google.com/search?q=UTON%20ENERGIA+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=UTON%20ENERGIA+Hyderabad/careers,,,,
mouktik-consulting-services,"MOUKTIK CONSULTING SERVICES",https://www.google.com/search?q=MOUKTIK%20CONSULTING%20SERVICES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=MOUKTIK%20CONSULTING%20SERVICES+Hyderabad/careers,,,,
adapt-motors,"ADAPT MOTORS",https://www.google.com/search?q=ADAPT%20MOTORS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=ADAPT%20MOTORS+Hyderabad/careers,,,,
temsrax-india,"TEMSRAX INDIA",https://www.google.com/search?q=TEMSRAX%20INDIA+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=TEMSRAX%20INDIA+Hyderabad/careers,,,,
autozilla-solutions,"AUTOZILLA SOLUTIONS",https://www.google.com/search?q=AUTOZILLA%20SOLUTIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=AUTOZILLA%20SOLUTIONS+Hyderabad/careers,,,,
dalekometni-electromob-motors,"Dalekometni Electromob Motors",https://www.google.com/search?q=Dalekometni%20Electromob%20Motors+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Dalekometni%20Electromob%20Motors+Hyderabad/careers,,,,
razen-motors,"RAZEN MOTORS",https://www.google.com/search?q=RAZEN%20MOTORS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=RAZEN%20MOTORS+Hyderabad/careers,,,,
eboon-motors,"EBOON MOTORS",https://www.google.com/search?q=EBOON%20MOTORS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=EBOON%20MOTORS+Hyderabad/careers,,,,
carnomy-technologies,"CARNOMY TECHNOLOGIES",https://www.google.com/search?q=CARNOMY%20TECHNOLOGIES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=CARNOMY%20TECHNOLOGIES+Hyderabad/careers,,,,
basamitra-safeties,"BASAMITRA SAFETIES",https://www.google.com/search?q=BASAMITRA%20SAFETIES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=BASAMITRA%20SAFETIES+Hyderabad/careers,,,,
pit-shop,"PIT SHOP",https://www.google.com/search?q=PIT%20SHOP+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=PIT%20SHOP+Hyderabad/careers,,,,
beerala-information-technologies,"BEERALA INFORMATION TECHNOLOGIES",https://www.google.com/search?q=BEERALA%20INFORMATION%20TECHNOLOGIES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=BEERALA%20INFORMATION%20TECHNOLOGIES+Hyderabad/careers,,,,
future-dizicare-enterprises,"FUTURE DIZICARE ENTERPRISES",https://www.google.com/search?q=FUTURE%20DIZICARE%20ENTERPRISES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=FUTURE%20DIZICARE%20ENTERPRISES+Hyderabad/careers,,,,
nuronics-labs,"NURONICS LABS",https://www.google.com/search?q=NURONICS%20LABS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=NURONICS%20LABS+Hyderabad/careers,,,,
ebhasha-setu-language-services,"EBHASHA SETU LANGUAGE SERVICES",https://www.google.com/search?q=EBHASHA%20SETU%20LANGUAGE%20SERVICES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=EBHASHA%20SETU%20LANGUAGE%20SERVICES+Hyderabad/careers,,,,
ibeyonde-cloud-services,"IBEYONDE CLOUD SERVICES",https://www.google.com/search?q=IBEYONDE%20CLOUD%20SERVICES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=IBEYONDE%20CLOUD%20SERVICES+Hyderabad/careers,,,,
nkk-innovations,"NKK Innovations",https://www.google.com/search?q=NKK%20Innovations+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=NKK%20Innovations+Hyderabad/careers,,,,
stellar-software-technologies,"STELLAR SOFTWARE TECHNOLOGIES",https://www.google.com/search?q=STELLAR%20SOFTWARE%20TECHNOLOGIES+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=STELLAR%20SOFTWARE%20TECHNOLOGIES+Hyderabad/careers,,,,
aitechex-quantum-innovative-solutions,"AITECHEX QUANTUM INNOVATIVE SOLUTIONS",https://www.google.com/search?q=AITECHEX%20QUANTUM%20INNOVATIVE%20SOLUTIONS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=AITECHEX%20QUANTUM%20INNOVATIVE%20SOLUTIONS+Hyderabad/careers,,,,
activation-functions,"Activation Functions",https://www.google.com/search?q=Activation%20Functions+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=Activation%20Functions+Hyderabad/careers,,,,
vils-ait,"VILS AIT",https://www.google.com/search?q=VILS%20AIT+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=VILS%20AIT+Hyderabad/careers,,,,
srilin-electronics,"SRILIN ELECTRONICS",https://www.google.com/search?q=SRILIN%20ELECTRONICS+Hyderabad,"SaaS & Enterprise","HITEC City",https://www.google.com/search?q=SRILIN%20ELECTRONICS+Hyderabad/careers,,,,
